σοφίτα,"attic, loft, the attic",σοφίτα,"attic, loft, the attic"
σπίτι,house,σπίτι,house
ταβάνι,"ceiling, roof, the ceiling",ταβάνι,"ceiling, roof, the ceiling"
τοίχος,wall,τοίχος,wall
τουαλέτα,"bathroom, toilet, WC",τουαλέτα,"bathroom, toilet, WC"
τραπέζι,table,τραπέζι,table
τραπεζαρία,"dining room, refectory",τραπεζαρία,"dining room, refectory"
υπνοδωμάτιο,bedroom,υπνοδωμάτιο,bedroom
υπόγειο,"basement, a basement, cellar",υπόγειο,"basement, a basement, cellar"
φούρνος,"oven, furnace",φούρνος,"oven, furnace"
φωτιστικό,"lamp, light, light fixture",φωτιστικό,"lamp, light, light fixture"
χαλί,"carpet, rug",χαλί,"carpet, rug"
χολ,"hall, corridor, hallway",χολ,"hall, corridor, hallway"
ψυγείο,"fridge, refrigerator",ψυγείο,"fridge, refrigerator"
άθροισμα,sum,άθροισμα,sum
έντεκα,eleven,έντεκα,eleven
έξι,six,έξι,six
ανά,"per, a",ανά,"per, a"
αριθμός,"number, a number, digit",αριθμός,"number, a number, digit"
αρκετό,enough,αρκετό,enough
δέκα,ten,δέκα,ten
δεκαέξι,sixteen,δεκαέξι,sixteen
δεκαεννιά,nineteen,δεκαεννιά,nineteen
δεκαεπτά,seventeen,δεκαεπτά,seventeen
δεκαοχτώ,eighteen,δεκαοχτώ,eighteen
δεκαπέντε,fifteen,δεκαπέντε,fifteen
δεκατέσσερα,fourteen,δεκατέσσερα,fourteen
δεκατρία,thirteen,δεκατρία,thirteen
δύο,two,δύο,two
δώδεκα,twelve,δώδεκα,twelve
είκοσι,twenty,είκοσι,twenty
εβδομήντα,seventy,εβδομήντα,seventy
εκατομμύριο,million,εκατομμύριο,million
εκατό,"hundred, one hundred, a hundred",εκατό,"hundred, one hundred, a hundred"
ενενήντα,ninety,ενενήντα,ninety
εννέα,"nine, nine o'clock",εννέα,"nine, nine o'clock"
εξήντα,sixty,εξήντα,sixty
επτά,seven,επτά,seven
ζευγάρι,"couple, a couple, a couple of",ζευγάρι,"couple, a couple, a couple of"
λιγότερο,less,λιγότερο,less
μέσος,"average, middle",μέσος,"average, middle"
μέτρο,"meter, measure, a measure",μέτρο,"meter, measure, a measure"
μηδέν,"zero, nought",μηδέν,"zero, nought"
μισό,half (a/an),μισό,half (a/an)
νούμερο,"number, figure, numeral",νούμερο,"number, figure, numeral"
ογδόντα,eighty,ογδόντα,eighty
οκτώ,eight,οκτώ,eight
οχτώ,eight,οχτώ,eight
πέντε,five,πέντε,five
πενήντα,fifty,πενήντα,fifty
πλειοψηφία,"majority, In the majority, a majority",πλειοψηφία,"majority, In the majority, a majority"
πολλοί,"A lot of, Many",πολλοί,"A lot of, Many"
πολύ,"very, a lot, too",πολύ,"very, a lot, too"
ποσό,"amount, sum",ποσό,"amount, sum"
σαράντα,forty,σαράντα,forty
σύνολο,"total, sum",σύνολο,"total, sum"
τέσσερα,four,τέσσερα,four
τελευταίος,"last, final",τελευταίος,"last, final"
τρία,three,τρία,three
τρίτος,third,τρίτος,third
τριάντα,thirty,τριάντα,thirty
χιλιάδες,thousand,χιλιάδες,thousand
ψηφίο,digit,ψηφίο,digit
αλυσίδα,chain,αλυσίδα,chain
αντικείμενο,"object, item, thing",αντικείμενο,"object, item, thing"
γράμμα,(a) letter,γράμμα,(a) letter
γραφείο,"desk, office",γραφείο,"desk, office"
δώρο,"gift, present",δώρο,"gift, present"
καθρέφτης,mirror,καθρέφτης,mirror
καλάθι,basket,καλάθι,basket
καμπάνα,"bell, bell-bottomed trousers",καμπάνα,"bell, bell-bottomed trousers"
καρέκλα,"chair, a chair, the chair",καρέκλα,"chair, a chair, the chair"
κινητό,"cellphone, mobile, mobile phone",κινητό,"cellphone, mobile, mobile phone"
κομμάτι,"piece, part, bit",κομμάτι,"piece, part, bit"
κουτάλι,"spoon, spoonful",κουτάλι,"spoon, spoonful"
κουτί,"box, can",κουτί,"box, can"
κούπα,"cup, beaker, mug",κούπα,"cup, beaker, mug"
λάμπα,"lamp, lightbulb",λάμπα,"lamp, lightbulb"
μαχαίρι,knife,μαχαίρι,knife
μηχανή,"engine, machine, motorbike",μηχανή,"engine, machine, motorbike"
μπαταρία,"battery, a battery",μπαταρία,"battery, a battery"
μπολ,"bowl, bowls",μπολ,"bowl, bowls"
μπουκάλι,bottle,μπουκάλι,bottle
μυθιστόρημα,"novel, a novel",μυθιστόρημα,"novel, a novel"
ντουλάπι,"cupboard, locker",ντουλάπι,"cupboard, locker"
ξυράφι,"razor, razor blade",ξυράφι,"razor, razor blade"
οδοντόβουρτσα,toothbrush,οδοντόβουρτσα,toothbrush
οδοντόπαστα,toothpaste,οδοντόπαστα,toothpaste
οθόνη,"screen, monitor",οθόνη,"screen, monitor"
ομπρέλα,"umbrella, an umbrella",ομπρέλα,"umbrella, an umbrella"
περιοδικό,"magazine, periodical",περιοδικό,"magazine, periodical"
πιρούνι,fork,πιρούνι,fork
πισίνα,"pool, swimming pool, a swimming pool",πισίνα,"pool, swimming pool, a swimming pool"
πράγμα,"thing, things., object",πράγμα,"thing, things., object"
ρίζα,root,ρίζα,root
ραδιόφωνο,"radio, radiophone, the radio",ραδιόφωνο,"radio, radiophone, the radio"
ρολόι,"watch, clock, a watch",ρολόι,"watch, clock, a watch"
ρόδα,wheel,ρόδα,wheel
σαπούνι,soap,σαπούνι,soap
σεντόνι,"bedsheet, bed sheet, (a) sheet",σεντόνι,"bedsheet, bed sheet, (a) sheet"
σημαία,"flag, banner",σημαία,"flag, banner"
σφουγγάρι,"sponge, a sponge",σφουγγάρι,"sponge, a sponge"
τηγάνι,"pan, frying pan",τηγάνι,"pan, frying pan"
τηλεόραση,"television, tv, tv set",τηλεόραση,"television, tv, tv set"
τσάντα,"bag, handbag",τσάντα,"bag, handbag"
υπολογιστής,"computer, (personal) computer, PC",υπολογιστής,"computer, (personal) computer, PC"
χαρτί,"paper, of paper",χαρτί,"paper, of paper"
χτένα,"comb, a comb",χτένα,"comb, a comb"
ψαλίδι,scissors,ψαλίδι,scissors
αγρότης,"farmer, a farmer, agriculturalist",αγρότης,"farmer, a farmer, agriculturalist"
αξιωματικός,an  officer,αξιωματικός,an  officer
αρχιτέκτονας,"architect, an architect",αρχιτέκτονας,"architect, an architect"
αστυνομία,"police, police force",αστυνομία,"police, police force"
αφεντικό,"boss, manager, master",αφεντικό,"boss, manager, master"
γιατρός,"doctor, medic, physician",γιατρός,"doctor, medic, physician"
γραμματέας,"secretary, a secretary",γραμματέας,"secretary, a secretary"
διευθυντής,"head, manager",διευθυντής,"head, manager"
δικαστής,"judge, a judge",δικαστής,"judge, a judge"
δικηγόρος,"lawyer, a lawyer, attorney",δικηγόρος,"lawyer, a lawyer, attorney"
δουλειά,job,δουλειά,job
επάγγελμα,"profession, career, job",επάγγελμα,"profession, career, job"
επαγγελματίας,"professional, a professional",επαγγελματίας,"professional, a professional"
εργάτης,"worker, laborer, labourer",εργάτης,"worker, laborer, labourer"
εργασία,"work, job, task",εργασία,"work, job, task"
ηθοποιός,"actress, an actor, an actress",ηθοποιός,"actress, an actor, an actress"
καλλιτέχνης,"artist, an artist, entertainer",καλλιτέχνης,"artist, an artist, entertainer"
καπετάνιος,"captain, a captain, skipper",καπετάνιος,"captain, a captain, skipper"
καριέρα,career,καριέρα,career
μάγειρας,"cook, chef",μάγειρας,"cook, chef"
μαθητής,"student, learner, pupil",μαθητής,"student, learner, pupil"
μηχανικός,"engineer, a mechanic, an engineer",μηχανικός,"engineer, a mechanic, an engineer"
μοντέλο,"model, a model",μοντέλο,"model, a model"
παπάς,"priest, a priest, clergyman",παπάς,"priest, a priest, clergyman"
προσωπικό,"staff, personal, private",προσωπικό,"staff, personal, private"
προϊστάμενος,"supervisor, administrator, boss",προϊστάμενος,"supervisor, administrator, boss"
σερβιτόρα,"waitress, waiter, a waitress",σερβιτόρα,"waitress, waiter, a waitress"
σερβιτόρος,"waiter, a waiter, server",σερβιτόρος,"waiter, a waiter, server"
στρατιώτης,"soldier, a soldier, service woman",στρατιώτης,"soldier, a soldier, service woman"
συγγραφέας,"author, writer",συγγραφέας,"author, writer"
συντάκτης,"editor, writer, author",συντάκτης,"editor, writer, author"
φύλακας,"guard, a guard, guardian",φύλακας,"guard, a guard, guardian"
ως,"to, as",ως,"to, as"
σε,"you, in, to",σε,"you, in, to"
άλογα,horses,άλογα,horses
αυγά,eggs,αυγά,eggs
βιβλία,books,βιβλία,books
γάντια,gloves,γάντια,gloves
γάτες,cats,γάτες,cats
γραβάτες,ties,γραβάτες,ties
εφημερίδες,"newspapers, papers",εφημερίδες,"newspapers, papers"
ζώα,animals,ζώα,animals
καπέλα,"hats, caps",καπέλα,"hats, caps"
μήλα,apples,μήλα,apples
μπισκότα,"cookies, biscuits",μπισκότα,"cookies, biscuits"
πάπιες,"ducks, duck",πάπιες,"ducks, duck"
πιάτα,"plates, dishes",πιάτα,"plates, dishes"
πουκάμισα,shirts (n)(nom/acc),πουκάμισα,shirts (n)(nom/acc)
σκύλοι,dogs,σκύλοι,dogs
σοκολάτες,chocolates,σοκολάτες,chocolates
φίλοι,"friend, buddy, mate",φίλοι,"friend, buddy, mate"
φούστες,skirts,φούστες,skirts
χελώνες,"turtles, are the turtles, tortoises",χελώνες,"turtles, are the turtles, tortoises"
έξω,"out, outside",έξω,"out, outside"
ανάμεσα,"between, among, Amidst",ανάμεσα,"between, among, Amidst"
από,"from, than, of",από,"from, than, of"
για,"for, to, about",για,"for, to, about"
δίπλα,"next to, by, beside",δίπλα,"next to, by, beside"
εκτός,"offline, aside from, not connected",εκτός,"offline, aside from, not connected"
εμάς,us,εμάς,us
εμένα,me,εμένα,me
εναντίον,"against, As opposed to, versus",εναντίον,"against, As opposed to, versus"
κάτω,"down, below, under",κάτω,"down, below, under"
κοντά,"near, close to, short",κοντά,"near, close to, short"
μέσα,"in, inside, within",μέσα,"in, inside, within"
μετά,"after, then, afterwards",μετά,"after, then, afterwards"
πάνω,"on, On top, above",πάνω,"on, On top, above"
πίσω,behind,πίσω,behind
προς,"to, towards, toward",προς,"to, towards, toward"
σαν,"like, as, in",σαν,"like, as, in"
στα,"in, in the, to the",στα,"in, in the, to the"
στις,"at, the, on the",στις,"at, the, on the"
σχετικά,about,σχετικά,about
χωρίς,"without, free of, free",χωρίς,"without, free of, free"
όπως,"as, like, such as",όπως,"as, like, such as"
έρχεται,"comes, is coming, will come",έρχεται,"comes, is coming, will come"
ακολουθούν,"follow, pursue",ακολουθούν,"follow, pursue"
ακολουθώ,"(I) follow, following, (I am) following",ακολουθώ,"(I) follow, following, (I am) following"
αλλάζουμε,"we are changing, we change",αλλάζουμε,"we are changing, we change"
αλλάζω,"change, I change, I am changing",αλλάζω,"change, I change, I am changing"
ανατρέφεις,"(you) are raising, (you) are bringing up, (you) bring up",ανατρέφεις,"(you) are raising, (you) are bringing up, (you) bring up"
ανατρέφετε,"(pl.|you) are raising, (pl.|you) raise",ανατρέφετε,"(pl.|you) are raising, (pl.|you) raise"
ανατρέφουμε,"(we) are raising, (we) are bringing up, (we) raise",ανατρέφουμε,"(we) are raising, (we) are bringing up, (we) raise"
ανατρέφω,"(I am) raising, (I) raise, (I am) bringing up",ανατρέφω,"(I am) raising, (I) raise, (I am) bringing up"
ανοίγω,"open, opening",ανοίγω,"open, opening"
αποτυγχάνει,"fails, is failing",αποτυγχάνει,"fails, is failing"
αποτυγχάνω,fail,αποτυγχάνω,fail
δίνεις,"give, are you giving, do you give",δίνεις,"give, are you giving, do you give"
δείχνει,"(he/she/it) shows, (he/she/it) points, (he/she/it) is showing",δείχνει,"(he/she/it) shows, (he/she/it) points, (he/she/it) is showing"
δείχνεις,"show, You are showing, are showing",δείχνεις,"show, You are showing, are showing"
δείχνουμε,"show, (we) show, (we) are showing",δείχνουμε,"show, (we) show, (we) are showing"
δοκιμάζετε,"are trying, try",δοκιμάζετε,"are trying, try"
δουλεύουμε,"work, (we) are working, (we) work",δουλεύουμε,"work, (we) are working, (we) work"
δουλεύω,"I work, I am working, work",δουλεύω,"I work, I am working, work"
ελπίζω,"hope, I hope, (I) hope",ελπίζω,"hope, I hope, (I) hope"
εννοώ,"I mean, mean",εννοώ,"I mean, mean"
επιστρέφει,"returns, He returns, is coming back",επιστρέφει,"returns, He returns, is coming back"
επιστρέφουν,"return, they return, they are returning",επιστρέφουν,"return, they return, they are returning"
επιστρέφω,"return, I am returning",επιστρέφω,"return, I am returning"
ευχόμαστε,"(we) wish, (we) are wishing",ευχόμαστε,"(we) wish, (we) are wishing"
ζω,live,ζω,live
θυμάμαι,"remember, I remember, recall",θυμάμαι,"remember, I remember, recall"
καλεί,"calls, calling, is calling",καλεί,"calls, calling, is calling"
καλείτε,good,καλείτε,good
καλώ,good,καλώ,good
κοιτάζω,"(I) look, (I) look (at), (I am) looking",κοιτάζω,"(I) look, (I) look (at), (I am) looking"
μελετώ,"study, I study, I am studying",μελετώ,"study, I study, I am studying"
νιώθεις,"feel, (do) you feel, are feeling",νιώθεις,"feel, (do) you feel, are feeling"
νομίζεις,"think, you think, (do) you think",νομίζεις,"think, you think, (do) you think"
νομίζετε,"thought, I thought",νομίζετε,"thought, I thought"
νομίζουν,"they think, Do they think?, they are thinking",νομίζουν,"they think, Do they think?, they are thinking"
νομίζω,"think, I think",νομίζω,"think, I think"
παίρνει,"takes, gets, take",παίρνει,"takes, gets, take"
παίρνεις,"get, take",παίρνεις,"get, take"
παίρνω,"take, taking, get",παίρνω,"take, taking, get"
παρουσιάζει,"presents, He presents, He is presenting",παρουσιάζει,"presents, He presents, He is presenting"
παρουσιάζουμε,"(we) are presenting, (we) are showing, display",παρουσιάζουμε,"(we) are presenting, (we) are showing, display"
παρουσιάζουν,"present, (they) present, (they) are presenting",παρουσιάζουν,"present, (they) present, (they) are presenting"
πιστεύουμε,"believe, (we) believe, (we) are believing",πιστεύουμε,"believe, (we) believe, (we) are believing"
πιστεύω,"believe, I believe",πιστεύω,"believe, I believe"
προσφέρουν,"offer, (they) offer, (they are) offering",προσφέρουν,"offer, (they) offer, (they are) offering"
ρωτάτε,"(plural| you) are asking, (plural| you) ask",ρωτάτε,"(plural| you) are asking, (plural| you) ask"
ρωτώ,"by asking, asking, requesting",ρωτώ,"by asking, asking, requesting"
σημαίνει,"mean, means, what is the meaning of",σημαίνει,"mean, means, what is the meaning of"
στέλνει,"sends, is sending",στέλνει,"sends, is sending"
στέλνεις,"send, are sending",στέλνεις,"send, are sending"
στέλνω,"send, I send",στέλνω,"send, I send"
σταματά,"is stopping, stop, stops",σταματά,"is stopping, stop, stops"
σταματάμε,"(we) are stopping, stop",σταματάμε,"(we) are stopping, stop"
συμπεριλαμβάνει,"includes, comes with, comprises",συμπεριλαμβάνει,"includes, comes with, comprises"
σώζουμε,"are saving, are rescuing, rescue",σώζουμε,"are saving, are rescuing, rescue"
σώζω,"save, I save, I am saving",σώζω,"save, I save, I am saving"
υπογράφουν,"sign, are signing",υπογράφουν,"sign, are signing"
υπογράφω,"(I) sign, (I am) signing",υπογράφω,"(I) sign, (I am) signing"
χρειάζονται,"need, they need, are in need of",χρειάζονται,"need, they need, are in need of"
ψάχνει,"searches, looks for, is searching for",ψάχνει,"searches, looks for, is searching for"
ψάχνω,"I'm looking for, (I am) looking, (I am) looking (for)",ψάχνω,"I'm looking for, (I am) looking, (I am) looking (for)"
αγαπά,"love, you love",αγαπά,"love, you love"
αγγίζω,"touching, I touch, touch",αγγίζω,"touching, I touch, touch"
αγοράζει,"buys, is buying, is purchasing",αγοράζει,"buys, is buying, is purchasing"
ακούει,"hears, has been listening to, is listening to",ακούει,"hears, has been listening to, is listening to"
απαγορεύεις,"forbid, ban, disallow",απαγορεύεις,"forbid, ban, disallow"
απαγορεύω,"forbid, I prohibit this, prohibit",απαγορεύω,"forbid, I prohibit this, prohibit"
αρέσει,"likes, like",αρέσει,"likes, like"
βάζεις,"put, you are setting, you are putting",βάζεις,"put, you are setting, you are putting"
βάζω,"put, I am putting, I am setting",βάζω,"put, I am putting, I am setting"
βλέπει,"sees, watches, is watching",βλέπει,"sees, watches, is watching"
βλέπω,"see, I see, (I) am watching",βλέπω,"see, I see, (I) am watching"
βοηθάς,helping,βοηθάς,helping
βρέχει,"it rains, rains, It is raining",βρέχει,"it rains, rains, It is raining"
βρίσκουμε,"find, we find the shirt",βρίσκουμε,"find, we find the shirt"
βρίσκω,"(I) find, do I find, find",βρίσκω,"(I) find, do I find, find"
γράφουν,"write, have been writing",γράφουν,"write, have been writing"
γράφω,"write, (I) write, (I am) writing",γράφω,"write, (I) write, (I am) writing"
δείχνω,"show, I show, I point",δείχνω,"show, I show, I point"
δουλεύει,"works, work",δουλεύει,"works, work"
δουλεύουν,work,δουλεύουν,work
θέλει,"wants, (he/she/it) wants, desires",θέλει,"wants, (he/she/it) wants, desires"
κάνει,"makes, does, equals",κάνει,"makes, does, equals"
κάνεις,"do, do you do, doing",κάνεις,"do, do you do, doing"
κάνω,"do, I do, I make",κάνω,"do, I do, I make"
κοιμάται,"sleeps, sleeping, is sleeping",κοιμάται,"sleeps, sleeping, is sleeping"
κολυμπούν,"swim, (they) swim, (they) are swimming",κολυμπούν,"swim, (they) swim, (they) are swimming"
κολυμπώ,"swim, (I) swim, (I am) swimming",κολυμπώ,"swim, (I) swim, (I am) swimming"
λέει,"says, tells, he says/is saying",λέει,"says, tells, he says/is saying"
λέω,"say, (I) say, am telling",λέω,"say, (I) say, am telling"
μαγειρεύει,"cooks, cook, is cooking",μαγειρεύει,"cooks, cook, is cooking"
μαγειρεύω,"cook, I am cooking, I cook",μαγειρεύω,"cook, I am cooking, I cook"
μπορώ,"can, may, I can",μπορώ,"can, may, I can"
ξέρω,"know, I know, I have known",ξέρω,"know, I know, I have known"
παίζει,"plays, play, is playing",παίζει,"plays, play, is playing"
παίζω,"play, I play, am playing",παίζω,"play, I play, am playing"
περπατά,"walks, is walking",περπατά,"walks, is walking"
περπατώ,"walks, is walking",περπατώ,"walks, is walking"
πηγαίνει,"goes, go to, Is going",πηγαίνει,"goes, go to, Is going"
πηγαίνω,"go, I am going, get",πηγαίνω,"go, I am going, get"
πληρώνει,"pays, is paying",πληρώνει,"pays, is paying"
πληρώνω,"pay, I am paying, paying",πληρώνω,"pay, I am paying, paying"
σχεδιάζω,"design, I design, draw",σχεδιάζω,"design, I design, draw"
τρέχει,"runs, run, is running",τρέχει,"runs, run, is running"
τρέχεις,"run, do you run, you will be running",τρέχεις,"run, do you run, you will be running"
τρέχουν,"run, are running, do they run",τρέχουν,"run, are running, do they run"
τρέχω,"run, I am running, I run",τρέχω,"run, I am running, I run"
τραγουδάμε,singing,τραγουδάμε,singing
τραγουδάς,singing,τραγουδάς,singing
τώρα,now,τώρα,now
υπάρχει,there is,υπάρχει,there is
υπάρχω,"I am, I exist",υπάρχω,"I am, I exist"
φέρνει,"brings, is bringing, is fetching",φέρνει,"brings, is bringing, is fetching"
φτιάχνει,"makes, creates, fixes",φτιάχνει,"makes, creates, fixes"
φτιάχνετε,"are you making, are making, make",φτιάχνετε,"are you making, are making, make"
φτιάχνουμε,"making, (we) are making, (we) make",φτιάχνουμε,"making, (we) are making, (we) make"
χρειάζομαι,"(do) I need, I need, do I need",χρειάζομαι,"(do) I need, I need, do I need"
χρησιμοποιώ,"use, (we) use",χρησιμοποιώ,"use, (we) use"
απάντηση,"an answer, response, a reply",απάντηση,"an answer, response, a reply"
γιατί,"why, because",γιατί,"why, because"
ερωτήσεις,"questions, queries",ερωτήσεις,"questions, queries"
ερώτηση,"question, inquiry",ερώτηση,"question, inquiry"
ποια,"what, which, who",ποια,"what, which, who"
ποιανής,whose,ποιανής,whose
ποιανού,whose,ποιανού,whose
ποιος,"who, which, What",ποιος,"who, which, What"
πού,"where, from",πού,"where, from"
πόσα,"how many, how, how much",πόσα,"how many, how, how much"
πόσες,how many,πόσες,how many
πόσο,"how much, how",πόσο,"how much, how"
πότε,when,πότε,when
πώς,"how, what",πώς,"how, what"
τι,"what a, What did, what",τι,"what a, What did, what"
ίδιο,same,ίδιο,same
ίδιος,same,ίδιος,same
μόνη,"alone, by herself, lonely",μόνη,"alone, by herself, lonely"
μόνο,"only, just, alone",μόνο,"only, just, alone"
μόνος,"alone, by myself, lonely",μόνος,"alone, by myself, lonely"
ο εαυτός,myself,ο εαυτός,myself
οι,οι
                    εαυτοί,themselves,                    εαυτοί,themselves
αρκετός,enough,αρκετός,enough
λίγος,a few,λίγος,a few
περισσότερο,more,περισσότερο,more
πολλή,"much, a lot of",πολλή,"much, a lot of"
πολύς,"much, great, a lot",πολύς,"much, great, a lot"
ήλιος,sun,ήλιος,sun
αέρας,"air, wind, breeze",αέρας,"air, wind, breeze"
ζέστη,heat,ζέστη,heat
καιρός,"weather, time",καιρός,"weather, time"
κρύο,cold,κρύο,cold
ομίχλη,fog,ομίχλη,fog
συννεφιά,"cloudiness, cloudy",συννεφιά,"cloudiness, cloudy"
χιονίζει,"it snows/is snowing, it has been snowing, snows",χιονίζει,"it snows/is snowing, it has been snowing, snows"
ζώντας,Living,ζώντας,Living
θέλοντας,"whether you want to, whether one wants to, wanting",θέλοντας,"whether you want to, whether one wants to, wanting"
κάνοντας,doing,κάνοντας,doing
κοιτάζοντας,"looking at, gazing at, staring at",κοιτάζοντας,"looking at, gazing at, staring at"
λέγοντας,"telling, saying",λέγοντας,"telling, saying"
μιλώντας,"talked, spoke, I spoke",μιλώντας,"talked, spoke, I spoke"
παίζοντας,"while playing, playing",παίζοντας,"while playing, playing"
ρωτώντας,"by asking, asking, requesting",ρωτώντας,"by asking, asking, requesting"
τρέχοντας,running,τρέχοντας,running
τραγουδώντας,singing,τραγουδώντας,singing
αδύνατο,impossible,αδύνατο,impossible
αργός,slow,αργός,slow
επικίνδυνος,"dangerous, unsafe, hazardous",επικίνδυνος,"dangerous, unsafe, hazardous"
λανθασμένος,"mistaken, wrong",λανθασμένος,"mistaken, wrong"
ξένος,"foreign, alien, strange",ξένος,"foreign, alien, strange"
σκοτεινός,dark,σκοτεινός,dark
συχνός,more frequent,συχνός,more frequent
σωστός,"correct, true",σωστός,"correct, true"
φοβισμένος,"afraid, scared",φοβισμένος,"afraid, scared"
φτηνός,"cheap, inexpensive",φτηνός,"cheap, inexpensive"
φωτεινός,bright,φωτεινός,bright
όλος,of the whole,όλος,of the whole
ακριβότερος,"more expensive, the most expensive",ακριβότερος,"more expensive, the most expensive"
γρηγορότερος,"faster, quicker",γρηγορότερος,"faster, quicker"
διασημότερος,more famous,διασημότερος,more famous
ευκολότερος,"easy, facile",ευκολότερος,"easy, facile"
καλύτερος,"best, better",καλύτερος,"best, better"
λιγότερος,a few,λιγότερος,a few
μικρότερος,"smaller, younger",μικρότερος,"smaller, younger"
πιο,"more, most",πιο,"more, most"
χειρότερος,"worst, worse",χειρότερος,"worst, worse"
ωραιότερος,prettier,ωραιότερος,prettier
αργά,"late, slowly",αργά,"late, slowly"
γενικά/γενικώς,generally,γενικά/γενικώς,generally
ειδικά,"especially, specifically",ειδικά,"especially, specifically"
καλά/καλώς,"well, fine",καλά/καλώς,"well, fine"
μακριά,"far, far away, long",μακριά,"far, far away, long"
νωρίς,"early, soon",νωρίς,"early, soon"
πραγματικά,"really, real, in fact",πραγματικά,"really, real, in fact"
πρώτα,"firstly, first",πρώτα,"firstly, first"
συνήθως,usually,συνήθως,usually
σύντομα/συντόμως,"soon, shortly",σύντομα/συντόμως,"soon, shortly"
αργότερα,later,αργότερα,later
γρηγορότερα,faster,γρηγορότερα,faster
καλύτερα,good,καλύτερα,good
κοντύτερα,nearer,κοντύτερα,nearer
μακρύτερα,"longer, farther",μακρύτερα,"longer, farther"
νωρίτερα,sooner,νωρίτερα,sooner
πρωτύτερα,"previous, prior, earlier",πρωτύτερα,"previous, prior, earlier"
ωραιότατα,"very beautiful, very fine, very pretty",ωραιότατα,"very beautiful, very fine, very pretty"
ωραιότερα,"better, the finest, more beautifully",ωραιότερα,"better, the finest, more beautifully"
άλλο,"else, other, another",άλλο,"else, other, another"
έτσι,"so, like, like that",έτσι,"so, like, like that"
ήδη,already,ήδη,already
ακριβώς,"exactly, right",ακριβώς,"exactly, right"
ακόμα,"still, yet",ακόμα,"still, yet"
απλώς,"just, merely, only",απλώς,"just, merely, only"
αρκετά,"very, pretty, quite",αρκετά,"very, pretty, quite"
γενικά,"generally, in general, all in all",γενικά,"generally, in general, all in all"
γρήγορα,"quickly, fast",γρήγορα,"quickly, fast"
εδώ,here,εδώ,here
εκεί,there,εκεί,there
επίσης,"also, too, likewise",επίσης,"also, too, likewise"
επιτέλους,"finally, at last",επιτέλους,"finally, at last"
εύκολα,"easily, easy",εύκολα,"easily, easy"
κάποιες φορές,sometimes,κάποιες φορές,sometimes
μαζί,"with, together",μαζί,"with, together"
ξανά,again,ξανά,again
οπουδήποτε,"anywhere, wherever, where",οπουδήποτε,"anywhere, wherever, where"
ούτε,"either...or/nor, even, neither ... nor",ούτε,"either...or/nor, even, neither ... nor"
πάντα,always,πάντα,always
πάρα,"too, very",πάρα,"too, very"
περίπου,"approximately, about, almost",περίπου,"approximately, about, almost"
πιθανώς,"possibly, probably",πιθανώς,"possibly, probably"
ποτέ,never,ποτέ,never
προφανώς,"clearly, apparently, obviously",προφανώς,"clearly, apparently, obviously"
σιγά,"slowly, big deal",σιγά,"slowly, big deal"
σχεδόν,"almost, just about, nearly",σχεδόν,"almost, just about, nearly"
σύντομα,"soon, shortly",σύντομα,"soon, shortly"
τελείως,"completely, entirely, totally",τελείως,"completely, entirely, totally"
τουλάχιστον,at least,τουλάχιστον,at least
τόσο,"so, that",τόσο,"so, that"
τότε,then,τότε,then
φορά,"time, (he/she/it) wears, is wearing",φορά,"time, (he/she/it) wears, is wearing"
φυσιολογικά,"normally, naturally",φυσιολογικά,"normally, naturally"
όσο,"as much as, as long as, however much",όσο,"as much as, as long as, however much"
άγγλος,"englishman, english",άγγλος,"englishman, english"
αγγλία,"english (nationality), englishmen, english",αγγλία,"english (nationality), englishmen, english"
αγγλικός,English,αγγλικός,English
γάλλος,french,γάλλος,french
γαλλία,france,γαλλία,france
γαλλικός,french,γαλλικός,french
γερμανία,Germany,γερμανία,Germany
ισπανία,Spain,ισπανία,Spain
ισπανικός,Spanish,ισπανικός,Spanish
ισπανός,spanish,ισπανός,spanish
gps,gps,gps,gps
ανατολή,"east, Orient, orient",ανατολή,"east, Orient, orient"
απέναντι,"opposite, on the other side",απέναντι,"opposite, on the other side"
απόσταση,distance,απόσταση,distance
αριστερά,"left, the left",αριστερά,"left, the left"
βόρεια,"north, northern, northwards",βόρεια,"north, northern, northwards"
δεξιά,"right, on the right, to the right",δεξιά,"right, on the right, to the right"
δύση,"west, sunset",δύση,"west, sunset"
ευθεία,"straight, straight line",ευθεία,"straight, straight line"
κέντρο,"center, centre, middle",κέντρο,"center, centre, middle"
κατευθύνομαι,head,κατευθύνομαι,head
κατεύθυνση,"direction, way",κατεύθυνση,"direction, way"
μπροστά,"front, in front, ahead",μπροστά,"front, in front, ahead"
νότια,"south, southern, southwards",νότια,"south, southern, southwards"
οδηγίες,instructions,οδηγίες,instructions
πλοήγηση,navigation,πλοήγηση,navigation
προορισμός,destination,προορισμός,destination
πυξίδα,compass,πυξίδα,compass
στρίβω,"turn, I turn",στρίβω,"turn, I turn"
έρωτας,"Eros (name), love (romantic and erotic",έρωτας,"Eros (name), love (romantic and erotic"
αγάπη,"love, you love",αγάπη,"love, you love"
αισθάνομαι,"feel, (I am/I'm) feeling, (I) feel",αισθάνομαι,"feel, (I am/I'm) feeling, (I) feel"
ερωτευμένος,in love,ερωτευμένος,in love
ερωτεύομαι,I fall in love,ερωτεύομαι,I fall in love
θυμός,anger,θυμός,anger
